"","Mean","Median","St.Dev.","95%CI_low","95%CI_upp"
"mu2[938]",-0.1,-0.1,0.04,-0.19,-0.02
"mu2[939]",-0.2,-0.2,0.05,-0.3,-0.12
"mu2[940]",-0.03,-0.03,0.08,-0.17,0.13
"mu2[941]",-0.13,-0.13,0.04,-0.21,-0.06
"mu2[942]",-0.2,-0.2,0.06,-0.32,-0.09
"mu2[943]",-0.19,-0.19,0.05,-0.29,-0.09
"mu2[944]",-0.02,-0.02,0.09,-0.2,0.16
"mu2[945]",-0.19,-0.19,0.1,-0.38,-0.01
"mu2[946]",0.08,0.08,0.06,-0.04,0.19
"mu2[947]",-0.27,-0.27,0.06,-0.39,-0.15
"mu2[948]",-0.01,-0.01,0.08,-0.16,0.15
"mu2[949]",0.13,0.13,0.08,-0.03,0.29
"mu2[950]",-0.24,-0.23,0.09,-0.41,-0.06
"mu2[951]",-0.06,-0.06,0.05,-0.16,0.03
"mu2[952]",-0.27,-0.27,0.06,-0.38,-0.15
"mu2[953]",-0.05,-0.04,0.07,-0.19,0.1
"mu2[954]",-0.14,-0.14,0.05,-0.23,-0.05
"mu2[955]",-0.16,-0.16,0.04,-0.23,-0.07
"mu2[956]",0.27,0.27,0.09,0.1,0.44
"mu2[957]",-0.19,-0.19,0.05,-0.29,-0.09
"mu2[958]",-0.04,-0.04,0.04,-0.12,0.05
"mu2[959]",0.02,0.02,0.07,-0.11,0.17
"mu2[960]",-0.2,-0.2,0.04,-0.28,-0.12
"mu2[961]",0.07,0.07,0.05,-0.03,0.18
"mu2[962]",0.07,0.07,0.07,-0.07,0.22
"mu2[963]",-0.02,-0.02,0.04,-0.11,0.07
"mu2[964]",-0.28,-0.28,0.06,-0.4,-0.16
"mu2[965]",0.15,0.14,0.07,0.01,0.29
"mu2[966]",-0.04,-0.04,0.09,-0.22,0.12
"mu2[967]",0.03,0.03,0.09,-0.14,0.19
"mu2[968]",0.1,0.1,0.09,-0.08,0.27
"mu2[969]",0.04,0.04,0.04,-0.05,0.12
"mu2[970]",0.06,0.06,0.05,-0.04,0.16
"mu2[971]",0.15,0.15,0.08,0,0.3
"mu2[972]",0.19,0.19,0.09,0.01,0.38
"mu2[973]",-0.11,-0.11,0.06,-0.22,0
"mu2[974]",-0.13,-0.13,0.06,-0.25,0
"mu2[975]",-0.07,-0.07,0.07,-0.2,0.06
"mu2[976]",0.02,0.02,0.07,-0.11,0.15
"mu2[977]",-0.03,-0.03,0.06,-0.15,0.1
"mu2[978]",-0.14,-0.14,0.04,-0.22,-0.06
"mu2[979]",0.17,0.17,0.08,0.02,0.32
"mu2[980]",0.14,0.14,0.06,0.02,0.25
"mu2[981]",-0.18,-0.18,0.05,-0.27,-0.09
"mu2[982]",0.08,0.08,0.05,-0.03,0.18
"mu2[983]",0.09,0.09,0.07,-0.05,0.23
"mu2[984]",0.49,0.49,0.09,0.3,0.67
"mu2[985]",-0.1,-0.1,0.09,-0.28,0.08
"mu2[986]",0.2,0.2,0.07,0.06,0.35
"mu2[987]",0.37,0.37,0.09,0.21,0.54
"mu2[988]",-0.05,-0.05,0.1,-0.24,0.14
"mu2[989]",0.57,0.57,0.11,0.35,0.79
"mu2[990]",0.17,0.17,0.06,0.06,0.28
"mu2[991]",0.41,0.41,0.09,0.24,0.59
"mu2[992]",0.16,0.17,0.09,-0.02,0.34
"mu2[993]",0.2,0.2,0.06,0.09,0.32
"mu2[994]",0.24,0.24,0.08,0.1,0.39
"mu2[995]",0.2,0.2,0.07,0.06,0.34
"mu2[996]",0.25,0.25,0.08,0.11,0.4
"mu2[997]",0.35,0.35,0.09,0.19,0.53
"mu2[998]",0.34,0.34,0.08,0.18,0.5
"mu2[999]",0.18,0.18,0.06,0.07,0.3
"mu2[1000]",0.01,0.01,0.04,-0.07,0.09
"mu2[1001]",-0.13,-0.13,0.04,-0.21,-0.05
"mu2[1002]",-0.06,-0.07,0.06,-0.18,0.05
"mu2[1003]",0.28,0.28,0.08,0.13,0.43
"mu2[1004]",-0.1,-0.1,0.1,-0.29,0.08
"mu2[1005]",-0.06,-0.07,0.04,-0.14,0.01
"mu2[1006]",-0.03,-0.03,0.04,-0.11,0.05
"mu2[1007]",-0.03,-0.03,0.04,-0.11,0.04
"mu2[1008]",-0.14,-0.14,0.04,-0.22,-0.05
"mu2[1009]",0.26,0.26,0.07,0.12,0.41
"mu2[1010]",0.17,0.17,0.07,0.02,0.32
"mu2[1011]",0.02,0.02,0.05,-0.08,0.12
"mu2[1012]",-0.09,-0.09,0.04,-0.18,-0.01
"mu2[1013]",0.17,0.17,0.07,0.03,0.32
"mu2[1014]",-0.09,-0.1,0.04,-0.17,-0.02
"mu2[1015]",0.07,0.07,0.09,-0.1,0.24
"mu2[1016]",0.03,0.03,0.06,-0.09,0.16
"mu2[1017]",0.24,0.24,0.09,0.06,0.41
"mu2[1018]",0,0,0.06,-0.11,0.12
"mu2[1019]",0.23,0.23,0.09,0.05,0.41
"mu2[1020]",-0.05,-0.05,0.1,-0.25,0.12
"mu2[1021]",0.23,0.23,0.09,0.05,0.41
"mu2[1022]",-0.07,-0.07,0.06,-0.2,0.05
"mu2[1023]",0.13,0.13,0.08,-0.02,0.29
"mu2[1024]",0,0,0.07,-0.14,0.13
"mu2[1025]",0.23,0.23,0.09,0.05,0.4
"mu2[1026]",0.19,0.19,0.08,0.03,0.34
"mu2[1027]",0.01,0.01,0.07,-0.13,0.15
"mu2[1028]",0.27,0.27,0.09,0.1,0.44
"mu2[1029]",0.28,0.28,0.08,0.13,0.44
"mu2[1030]",0.06,0.06,0.05,-0.03,0.15
"mu2[1031]",-0.04,-0.04,0.05,-0.13,0.05
"mu2[1032]",0.37,0.37,0.08,0.2,0.54
"mu2[1033]",-0.02,-0.01,0.09,-0.19,0.16
"mu2[1034]",0.04,0.04,0.05,-0.05,0.13
"mu2[1035]",0.06,0.06,0.05,-0.03,0.15
"mu2[1036]",0.25,0.25,0.07,0.12,0.38
"mu2[1037]",0.25,0.25,0.07,0.12,0.39
"mu2[1038]",0.14,0.14,0.07,0,0.26
"mu2[1039]",-0.15,-0.15,0.05,-0.25,-0.06
"mu2[1040]",0.22,0.22,0.07,0.09,0.34
"mu2[1041]",0.25,0.25,0.07,0.12,0.39
"mu2[1042]",0.13,0.13,0.09,-0.06,0.31
"mu2[1043]",-0.13,-0.13,0.05,-0.22,-0.04
"mu2[1044]",0.23,0.23,0.07,0.1,0.36
"mu2[1045]",0.1,0.1,0.05,0.01,0.2
"mu2[1046]",0.07,0.07,0.06,-0.05,0.18
"mu2[1047]",0.19,0.19,0.07,0.05,0.33
"mu2[1048]",0.1,0.1,0.07,-0.03,0.24
"mu2[1049]",0.27,0.27,0.08,0.12,0.42
"mu2[1050]",-0.02,-0.02,0.09,-0.18,0.15
"mu2[1051]",-0.07,-0.07,0.08,-0.22,0.09
"mu2[1052]",-0.38,-0.38,0.08,-0.54,-0.23
"mu2[1053]",-0.17,-0.17,0.08,-0.31,-0.01
"mu2[1054]",-0.13,-0.13,0.1,-0.33,0.06
"mu2[1055]",-0.32,-0.32,0.08,-0.47,-0.17
"mu2[1056]",-0.35,-0.35,0.08,-0.5,-0.2
"mu2[1057]",-0.16,-0.16,0.07,-0.3,-0.02
"mu2[1058]",-0.5,-0.5,0.1,-0.7,-0.31
"mu2[1059]",-0.32,-0.32,0.11,-0.53,-0.11
"mu2[1060]",-0.49,-0.49,0.1,-0.69,-0.3
"mu2[1061]",-0.22,-0.22,0.08,-0.37,-0.07
"mu2[1062]",-0.32,-0.32,0.11,-0.53,-0.11
"mu2[1063]",-0.15,-0.15,0.07,-0.3,-0.01
"mu2[1064]",-0.27,-0.27,0.08,-0.42,-0.13
"mu2[1065]",-0.11,-0.1,0.08,-0.25,0.04
"mu2[1066]",-0.17,-0.17,0.08,-0.32,-0.03
"mu2[1067]",-0.34,-0.34,0.08,-0.5,-0.19
"mu2[1068]",-0.3,-0.3,0.11,-0.51,-0.1
"mu2[1069]",-0.29,-0.29,0.11,-0.49,-0.08
"mu2[1070]",-0.2,-0.2,0.07,-0.35,-0.06
"mu2[1071]",-0.23,-0.24,0.08,-0.38,-0.1
"mu2[1072]",-0.16,-0.16,0.08,-0.3,-0.01
"mu2[1073]",-0.36,-0.36,0.08,-0.52,-0.21
"mu2[1074]",-0.22,-0.22,0.09,-0.38,-0.05
"mu2[1075]",-0.04,-0.04,0.09,-0.22,0.14
"mu2[1076]",-0.42,-0.42,0.12,-0.66,-0.2
"mu2[1077]",-0.08,-0.08,0.1,-0.27,0.11
"mu2[1078]",0.02,0.03,0.1,-0.18,0.22
"mu2[1079]",-0.39,-0.39,0.09,-0.56,-0.22
"mu2[1080]",-0.08,-0.08,0.1,-0.27,0.12
"mu2[1081]",-0.18,-0.18,0.11,-0.39,0.02
"mu2[1082]",-0.15,-0.15,0.08,-0.29,0
"mu2[1083]",0.02,0.02,0.11,-0.18,0.23
"mu2[1084]",-0.15,-0.15,0.11,-0.38,0.07
"mu2[1085]",-0.21,-0.21,0.11,-0.42,-0.01
"mu2[1086]",-0.2,-0.2,0.11,-0.41,0.01
"mu2[1087]",-0.22,-0.22,0.08,-0.39,-0.06
"mu2[1088]",-0.13,-0.13,0.11,-0.35,0.07
"mu2[1089]",-0.22,-0.22,0.09,-0.39,-0.05
"mu2[1090]",-0.15,-0.15,0.1,-0.35,0.05
"mu2[1091]",-0.24,-0.24,0.07,-0.38,-0.09
"mu2[1092]",-0.3,-0.3,0.07,-0.44,-0.16
"mu2[1093]",0,0,0.08,-0.15,0.16
"mu2[1094]",-0.28,-0.28,0.07,-0.43,-0.14
"mu2[1095]",-0.15,-0.15,0.07,-0.29,-0.01
"mu2[1096]",-0.1,-0.1,0.1,-0.29,0.09
"mu2[1097]",-0.07,-0.07,0.1,-0.26,0.13
"mu2[1098]",-0.1,-0.1,0.07,-0.24,0.04
"mu2[1099]",-0.22,-0.22,0.1,-0.41,-0.02
"mu2[1100]",-0.36,-0.36,0.08,-0.51,-0.2
"mu2[1101]",-0.34,-0.34,0.08,-0.49,-0.19
"mu2[1102]",-0.32,-0.32,0.11,-0.53,-0.11
"mu2[1103]",-0.31,-0.31,0.08,-0.46,-0.16
"mu2[1104]",-0.29,-0.29,0.08,-0.45,-0.14
"mu2[1105]",-0.3,-0.3,0.08,-0.45,-0.16
"mu2[1106]",-0.09,-0.09,0.08,-0.24,0.06
"mu2[1107]",-0.06,-0.06,0.08,-0.22,0.1
"mu2[1108]",-0.16,-0.16,0.07,-0.29,-0.02
"mu2[1109]",-0.31,-0.31,0.11,-0.52,-0.11
"mu2[1110]",-0.11,-0.11,0.07,-0.24,0.04
"mu2[1111]",0.01,0.01,0.11,-0.2,0.22
"mu2[1112]",-0.24,-0.24,0.08,-0.39,-0.09
"mu2[1113]",-0.34,-0.34,0.08,-0.49,-0.19
"mu2[1114]",-0.09,-0.09,0.07,-0.23,0.06
"mu2[1115]",-0.18,-0.18,0.07,-0.32,-0.03
"mu2[1116]",-0.36,-0.36,0.08,-0.53,-0.21
"mu2[1117]",-0.25,-0.25,0.08,-0.4,-0.09
"mu2[1118]",-0.09,-0.1,0.08,-0.24,0.06
"mu2[1119]",-0.21,-0.21,0.08,-0.36,-0.06
"mu2[1120]",-0.14,-0.14,0.08,-0.3,0.02
"mu2[1121]",-0.13,-0.13,0.08,-0.28,0.02
"mu2[1122]",-0.27,-0.27,0.11,-0.48,-0.06
"mu2[1123]",-0.23,-0.23,0.07,-0.37,-0.08
"mu2[1124]",-0.11,-0.11,0.07,-0.25,0.02
"mu2[1125]",-0.24,-0.24,0.07,-0.38,-0.1
"mu2[1126]",-0.19,-0.19,0.07,-0.32,-0.06
"mu2[1127]",-0.17,-0.17,0.07,-0.31,-0.04
"mu2[1128]",-0.06,-0.06,0.07,-0.2,0.09
"mu2[1129]",-0.15,-0.15,0.1,-0.35,0.05
"mu2[1130]",-0.06,-0.06,0.07,-0.2,0.09
"mu2[1131]",-0.16,-0.16,0.07,-0.29,-0.03
"mu2[1132]",-0.14,-0.14,0.07,-0.27,0
"mu2[1133]",-0.14,-0.14,0.07,-0.28,-0.01
"mu2[1134]",-0.07,-0.07,0.07,-0.21,0.08
"mu2[1135]",-0.14,-0.14,0.08,-0.28,0.01
"mu2[1136]",-0.43,-0.43,0.08,-0.59,-0.27
"mu2[1137]",-0.06,-0.06,0.07,-0.2,0.08
"mu2[1138]",-0.21,-0.21,0.07,-0.35,-0.07
"mu2[1139]",-0.15,-0.15,0.07,-0.29,-0.01
"mu2[1140]",0.03,0.03,0.08,-0.13,0.2
"mu2[1141]",-0.32,-0.32,0.07,-0.46,-0.17
"mu2[1142]",-0.28,-0.28,0.07,-0.43,-0.14
"mu2[1143]",0.05,0.05,0.09,-0.13,0.22
"mu2[1144]",-0.2,-0.2,0.08,-0.34,-0.05
"mu2[1145]",0,0,0.07,-0.14,0.14
"mu2[1146]",0.09,0.09,0.06,-0.02,0.21
"mu2[1147]",-0.22,-0.22,0.06,-0.33,-0.12
"mu2[1148]",-0.21,-0.21,0.06,-0.31,-0.1
"mu2[1149]",-0.29,-0.29,0.06,-0.41,-0.17
"mu2[1150]",-0.15,-0.16,0.05,-0.26,-0.05
"mu2[1151]",-0.05,-0.05,0.06,-0.16,0.06
"mu2[1152]",-0.25,-0.25,0.06,-0.36,-0.14
"mu2[1153]",0.08,0.08,0.06,-0.05,0.21
"mu2[1154]",0.07,0.07,0.1,-0.12,0.26
"mu2[1155]",-0.36,-0.36,0.06,-0.48,-0.24
"mu2[1156]",-0.14,-0.14,0.06,-0.25,-0.03
"mu2[1157]",-0.15,-0.15,0.04,-0.24,-0.07
"mu2[1158]",0.13,0.13,0.06,0.01,0.26
"mu2[1159]",-0.1,-0.1,0.04,-0.18,-0.02
"mu2[1160]",-0.15,-0.15,0.04,-0.23,-0.07
"mu2[1161]",-0.36,-0.36,0.06,-0.48,-0.24
"mu2[1162]",-0.22,-0.22,0.05,-0.31,-0.12
"mu2[1163]",-0.17,-0.17,0.05,-0.26,-0.07
"mu2[1164]",-0.27,-0.27,0.05,-0.36,-0.17
"mu2[1165]",-0.15,-0.14,0.05,-0.23,-0.06
"mu2[1166]",-0.36,-0.37,0.06,-0.49,-0.24
"mu2[1167]",-0.08,-0.08,0.09,-0.27,0.09
"mu2[1168]",-0.13,-0.13,0.05,-0.22,-0.04
"mu2[1169]",-0.26,-0.26,0.05,-0.35,-0.16
"mu2[1170]",-0.11,-0.11,0.04,-0.2,-0.02
"mu2[1171]",-0.14,-0.14,0.04,-0.22,-0.06
"mu2[1172]",-0.29,-0.29,0.05,-0.39,-0.19
"mu2[1173]",-0.12,-0.13,0.06,-0.24,-0.01
"mu2[1174]",-0.18,-0.18,0.05,-0.27,-0.09
"mu2[1175]",-0.09,-0.09,0.06,-0.2,0.02
"mu2[1176]",-0.08,-0.09,0.04,-0.16,-0.01
"mu2[1177]",0.02,0.02,0.05,-0.07,0.12
"mu2[1178]",-0.19,-0.2,0.04,-0.28,-0.11
"mu2[1179]",-0.2,-0.2,0.05,-0.3,-0.1
"mu2[1180]",-0.04,-0.04,0.04,-0.12,0.04
"mu2[1181]",-0.09,-0.09,0.04,-0.17,-0.01
"mu2[1182]",-0.24,-0.24,0.05,-0.33,-0.15
"mu2[1183]",-0.15,-0.15,0.05,-0.25,-0.06
"mu2[1184]",-0.09,-0.09,0.04,-0.16,-0.01
"mu2[1185]",-0.17,-0.17,0.04,-0.25,-0.09
"mu2[1186]",-0.19,-0.19,0.04,-0.27,-0.1
"mu2[1187]",0.41,0.41,0.1,0.21,0.6
"mu2[1188]",0.17,0.17,0.07,0.04,0.3
"mu2[1189]",-0.22,-0.22,0.06,-0.33,-0.11
"mu2[1190]",0.02,0.02,0.06,-0.1,0.12
"mu2[1191]",-0.06,-0.06,0.05,-0.15,0.02
"mu2[1192]",0.06,0.05,0.06,-0.05,0.17
"mu2[1193]",-0.04,-0.05,0.04,-0.13,0.04
"mu2[1194]",-0.38,-0.38,0.07,-0.52,-0.25
"mu2[1195]",0.24,0.23,0.08,0.09,0.39
"mu2[1196]",-0.05,-0.05,0.04,-0.13,0.04
"mu2[1197]",-0.15,-0.15,0.04,-0.22,-0.07
"mu2[1198]",-0.18,-0.18,0.04,-0.26,-0.1
"mu2[1199]",-0.02,-0.02,0.05,-0.11,0.07
"mu2[1200]",-0.1,-0.1,0.04,-0.17,-0.02
"mu2[1201]",-0.22,-0.22,0.04,-0.31,-0.14
"mu2[1202]",0.41,0.41,0.1,0.21,0.61
"mu2[1203]",-0.13,-0.13,0.04,-0.21,-0.03
"mu2[1204]",-0.14,-0.14,0.05,-0.23,-0.05
"mu2[1205]",-0.06,-0.06,0.04,-0.14,0.03
"mu2[1206]",-0.2,-0.2,0.04,-0.28,-0.12
"mu2[1207]",-0.29,-0.29,0.05,-0.39,-0.19
"mu2[1208]",-0.06,-0.06,0.05,-0.15,0.04
"mu2[1209]",-0.2,-0.2,0.07,-0.33,-0.07
"mu2[1210]",-0.14,-0.14,0.1,-0.34,0.05
"mu2[1211]",-0.03,-0.03,0.06,-0.15,0.08
"mu2[1212]",-0.46,-0.46,0.08,-0.61,-0.3
"mu2[1213]",-0.28,-0.28,0.08,-0.43,-0.13
"mu2[1214]",-0.27,-0.27,0.1,-0.46,-0.08
"mu2[1215]",-0.3,-0.3,0.05,-0.41,-0.2
"mu2[1216]",-0.36,-0.36,0.06,-0.48,-0.24
"mu2[1217]",-0.29,-0.29,0.1,-0.49,-0.1
"mu2[1218]",0.11,0.11,0.1,-0.08,0.31
"mu2[1219]",-0.14,-0.14,0.05,-0.23,-0.04
"mu2[1220]",-0.29,-0.29,0.05,-0.39,-0.19
"mu2[1221]",-0.31,-0.31,0.05,-0.41,-0.2
"mu2[1222]",-0.14,-0.14,0.04,-0.23,-0.06
"mu2[1223]",-0.33,-0.33,0.1,-0.53,-0.15
"mu2[1224]",-0.45,-0.46,0.08,-0.61,-0.3
"mu2[1225]",-0.25,-0.25,0.05,-0.36,-0.15
"mu2[1226]",-0.46,-0.46,0.08,-0.61,-0.3
"mu2[1227]",-0.17,-0.17,0.05,-0.28,-0.07
"mu2[1228]",-0.22,-0.22,0.05,-0.33,-0.12
"mu2[1229]",-0.48,-0.48,0.08,-0.64,-0.31
"mu2[1230]",-0.33,-0.33,0.06,-0.45,-0.2
"mu2[1231]",-0.33,-0.33,0.07,-0.46,-0.2
"mu2[1232]",-0.1,-0.1,0.06,-0.21,0
"mu2[1233]",-0.16,-0.15,0.05,-0.25,-0.06
"mu2[1234]",-0.11,-0.11,0.05,-0.2,-0.02
"mu2[1235]",-0.18,-0.18,0.05,-0.27,-0.08
"mu2[1236]",0,0,0.05,-0.1,0.1
"mu2[1237]",0,0,0.05,-0.1,0.11
"mu2[1238]",-0.31,-0.31,0.05,-0.42,-0.2
"mu2[1239]",-0.23,-0.23,0.05,-0.32,-0.13
"mu2[1240]",0,0,0.06,-0.11,0.11
"mu2[1241]",0.04,0.05,0.05,-0.06,0.15
"mu2[1242]",0.25,0.25,0.09,0.08,0.42
"mu2[1243]",-0.17,-0.17,0.05,-0.27,-0.08
"mu2[1244]",-0.09,-0.09,0.05,-0.19,0
"mu2[1245]",-0.14,-0.14,0.05,-0.24,-0.04
"mu2[1246]",0.12,0.12,0.06,0,0.25
"mu2[1247]",-0.22,-0.22,0.09,-0.4,-0.04
"mu2[1248]",-0.15,-0.15,0.05,-0.25,-0.05
"mu2[1249]",-0.11,-0.11,0.05,-0.21,-0.02
"mu2[1250]",-0.3,-0.3,0.07,-0.44,-0.17
"mu2[1251]",-0.11,-0.11,0.05,-0.2,-0.02
"mu2[1252]",-0.24,-0.24,0.1,-0.43,-0.06
"mu2[1253]",-0.08,-0.08,0.08,-0.23,0.07
"mu2[1254]",-0.21,-0.21,0.05,-0.3,-0.12
"mu2[1255]",-0.25,-0.25,0.06,-0.37,-0.14
"mu2[1256]",0.12,0.12,0.07,-0.01,0.26
"mu2[1257]",-0.24,-0.24,0.06,-0.35,-0.13
"mu2[1258]",-0.26,-0.26,0.06,-0.39,-0.13
"mu2[1259]",-0.35,-0.35,0.11,-0.55,-0.14
"mu2[1260]",-0.06,-0.06,0.05,-0.17,0.04
"mu2[1261]",0.16,0.16,0.1,-0.04,0.35
"mu2[1262]",0.08,0.08,0.06,-0.03,0.2
"mu2[1263]",-0.06,-0.06,0.05,-0.16,0.05
"mu2[1264]",0.05,0.05,0.06,-0.06,0.16
"mu2[1265]",-0.21,-0.2,0.07,-0.35,-0.07
"mu2[1266]",0,0,0.09,-0.17,0.16
"mu2[1267]",0.06,0.06,0.06,-0.05,0.17
"mu2[1268]",0.12,0.12,0.08,-0.03,0.28
"mu2[1269]",0.03,0.03,0.05,-0.07,0.14
"mu2[1270]",0.17,0.17,0.06,0.05,0.3
"mu2[1271]",-0.03,-0.03,0.06,-0.16,0.09
"mu2[1272]",-0.02,-0.02,0.06,-0.15,0.09
"mu2[1273]",-0.14,-0.14,0.09,-0.33,0.03
"mu2[1274]",-0.18,-0.18,0.06,-0.3,-0.07
"mu2[1275]",-0.32,-0.32,0.07,-0.45,-0.19
"mu2[1276]",-0.04,-0.04,0.06,-0.15,0.07
"mu2[1277]",-0.27,-0.27,0.06,-0.39,-0.15
"mu2[1278]",0,0,0.05,-0.1,0.1
"mu2[1279]",-0.18,-0.18,0.07,-0.32,-0.05
"mu2[1280]",0.12,0.12,0.06,0,0.25
"mu2[1281]",0.03,0.03,0.05,-0.07,0.14
"mu2[1282]",-0.03,-0.03,0.09,-0.21,0.13
"mu2[1283]",-0.04,-0.05,0.05,-0.15,0.06
"mu2[1284]",-0.08,-0.08,0.05,-0.17,0.01
"mu2[1285]",-0.09,-0.09,0.09,-0.27,0.08
"mu2[1286]",-0.07,-0.07,0.05,-0.16,0.02
"mu2[1287]",-0.09,-0.09,0.04,-0.17,0
"mu2[1288]",0.02,0.02,0.05,-0.08,0.12
"mu2[1289]",0.02,0.02,0.09,-0.16,0.19
"mu2[1290]",0.13,0.13,0.08,-0.02,0.28
"mu2[1291]",-0.11,-0.11,0.05,-0.2,-0.03
"mu2[1292]",0.05,0.05,0.05,-0.05,0.16
"mu2[1293]",-0.08,-0.08,0.04,-0.17,0.01
"mu2[1294]",0,0,0.05,-0.1,0.1
"mu2[1295]",0.06,0.06,0.05,-0.05,0.16
"mu2[1296]",0.01,0.01,0.09,-0.17,0.18
"mu2[1297]",0.03,0.03,0.05,-0.07,0.13
"mu2[1298]",0.28,0.28,0.09,0.11,0.44
"mu2[1299]",0.07,0.07,0.06,-0.04,0.18
"mu2[1300]",0.02,0.02,0.09,-0.16,0.19
"mu2[1301]",0.14,0.14,0.08,-0.01,0.29
"mu2[1302]",-0.09,-0.09,0.04,-0.17,-0.01
"mu2[1303]",0.08,0.08,0.06,-0.03,0.19
"mu2[1304]",-0.02,-0.02,0.05,-0.12,0.07
"mu2[1305]",-0.06,-0.06,0.05,-0.15,0.03
"mu2[1306]",0.06,0.06,0.05,-0.05,0.16
"mu2[1307]",0.06,0.06,0.05,-0.05,0.16
"mu2[1308]",-0.08,-0.08,0.05,-0.18,0.01
"mu2[1309]",-0.32,-0.32,0.08,-0.47,-0.18
"mu2[1310]",0.05,0.05,0.05,-0.06,0.16
"mu2[1311]",0.1,0.1,0.06,-0.02,0.22
"mu2[1312]",0.12,0.12,0.06,-0.01,0.24
"mu2[1313]",0.13,0.13,0.07,0,0.26
"mu2[1314]",-0.03,-0.03,0.09,-0.2,0.15
"mu2[1315]",-0.07,-0.07,0.05,-0.16,0.03
"mu2[1316]",0.06,0.06,0.06,-0.05,0.18
"mu2[1317]",-0.14,-0.14,0.04,-0.22,-0.05
"mu2[1318]",-0.21,-0.21,0.09,-0.39,-0.04
"mu2[1319]",0.18,0.17,0.08,0.03,0.33
"mu2[1320]",0.02,0.02,0.09,-0.17,0.2
"mu2[1321]",-0.35,-0.35,0.06,-0.46,-0.22
"mu2[1322]",-0.13,-0.13,0.05,-0.22,-0.03
"mu2[1323]",0.17,0.17,0.08,0.02,0.32
"mu2[1324]",-0.03,-0.03,0.06,-0.14,0.09
"mu2[1325]",0.13,0.13,0.07,-0.01,0.26
"mu2[1326]",0.1,0.1,0.08,-0.04,0.27
"mu2[1327]",-0.07,-0.07,0.05,-0.16,0.02
"mu2[1328]",-0.19,-0.19,0.04,-0.28,-0.11
"mu2[1329]",0.06,0.05,0.05,-0.05,0.16
"mu2[1330]",-0.16,-0.16,0.04,-0.25,-0.08
"mu2[1331]",-0.08,-0.08,0.04,-0.16,0.01
"mu2[1332]",-0.13,-0.13,0.04,-0.21,-0.05
"mu2[1333]",-0.04,-0.04,0.05,-0.12,0.06
"mu2[1334]",-0.06,-0.06,0.09,-0.23,0.12
"mu2[1335]",-0.24,-0.24,0.05,-0.33,-0.15
"mu2[1336]",0.02,0.02,0.05,-0.08,0.12
"mu2[1337]",-0.21,-0.21,0.04,-0.29,-0.12
"mu2[1338]",0.05,0.06,0.09,-0.12,0.23
"mu2[1339]",0.01,0.01,0.05,-0.09,0.12
"mu2[1340]",0.03,0.03,0.06,-0.08,0.14
"mu2[1341]",0.01,0.01,0.05,-0.09,0.1
"mu2[1342]",-0.08,-0.08,0.04,-0.16,0.01
"mu2[1343]",-0.01,-0.01,0.05,-0.11,0.08
"mu2[1344]",0.07,0.07,0.06,-0.04,0.18
"mu2[1345]",-0.21,-0.21,0.05,-0.3,-0.12
"mu2[1346]",0.04,0.04,0.09,-0.14,0.22
"mu2[1347]",0.08,0.08,0.06,-0.03,0.2
"mu2[1348]",-0.17,-0.17,0.09,-0.35,0.01
"mu2[1349]",-0.22,-0.22,0.1,-0.43,-0.02
"mu2[1350]",0.02,0.02,0.05,-0.08,0.12
"mu2[1351]",0.11,0.1,0.09,-0.08,0.3
"mu2[1352]",0.21,0.21,0.07,0.07,0.36
"mu2[1353]",0.18,0.18,0.1,-0.01,0.37
"mu2[1354]",-0.17,-0.17,0.05,-0.27,-0.07
"mu2[1355]",0.13,0.13,0.06,0.01,0.26
"mu2[1356]",-0.24,-0.24,0.06,-0.36,-0.13
"mu2[1357]",0.08,0.09,0.06,-0.03,0.2
"mu2[1358]",-0.05,-0.05,0.05,-0.15,0.05
"mu2[1359]",-0.14,-0.14,0.05,-0.24,-0.04
"mu2[1360]",0.01,0.01,0.05,-0.09,0.11
"mu2[1361]",-0.1,-0.1,0.05,-0.19,-0.01
"mu2[1362]",0.02,0.02,0.05,-0.08,0.12
"mu2[1363]",0.02,0.02,0.05,-0.09,0.12
"mu2[1364]",0.07,0.07,0.06,-0.04,0.18
"mu2[1365]",-0.13,-0.13,0.05,-0.22,-0.04
"mu2[1366]",0.01,0.02,0.05,-0.1,0.12
"mu2[1367]",0.03,0.03,0.09,-0.16,0.21
"mu2[1368]",0.05,0.05,0.06,-0.07,0.17
"mu2[1369]",0.03,0.03,0.06,-0.08,0.15
"mu2[1370]",0.03,0.03,0.06,-0.09,0.14
"mu2[1371]",0.18,0.18,0.06,0.07,0.3
"mu2[1372]",-0.02,-0.02,0.04,-0.09,0.06
"mu2[1373]",0.15,0.15,0.06,0.04,0.26
"mu2[1374]",0.21,0.21,0.07,0.08,0.35
"mu2[1375]",0.17,0.18,0.06,0.06,0.3
"mu2[1376]",0.17,0.17,0.06,0.06,0.29
"mu2[1377]",0.02,0.02,0.04,-0.06,0.11
"mu2[1378]",0.02,0.02,0.04,-0.06,0.1
"mu2[1379]",0.11,0.11,0.05,0,0.21
"mu2[1380]",0.2,0.2,0.06,0.08,0.33
"mu2[1381]",0.02,0.02,0.04,-0.06,0.1
"mu2[1382]",0.22,0.22,0.07,0.09,0.35
"mu2[1383]",0.19,0.19,0.06,0.07,0.31
"mu2[1384]",-0.07,-0.07,0.04,-0.14,0.01
